4728 a 10576.347924 9167.431741 1258.000000 78.000000 2572.044346
5132 b 10740.493805 12120.074109 1903.000000 85.000000 18179.957246
5292 j 10818.727541 10062.634466 900.000000 75.000000 11974.686570
5436 g 10276.636154 10086.823004 1584.000000 77.000000 2365.495476
5623 a 10373.453699 9334.224134 1255.000000 78.000000 2243.956376
338 g 10624.597827 10338.612657 1628.000000 76.000000 2816.205296
492 j 10849.873125 10611.576884 1356.000000 85.000000 9486.185447
661 a 10156.577262 9622.213657 1291.000000 78.000000 2423.133124
1291 b 10947.223093 10402.881956 1551.000000 82.000000 19724.653037
1546 a 10126.785310 9704.365838 1400.000000 78.000000 2432.030977
1710 g 11101.752731 10081.313576 1399.500000 76.000000 818.777183
1889 j 11087.635267 10435.223636 1565.000000 85.000000 10489.644523
2100 g 10390.079611 10293.553676 1626.000000 76.000000 2393.199974
2252 d 11346.468125 10933.219049 1629.000000 84.000000 2344.952436
2560 b 10754.524020 11738.926418 1844.000000 85.000000 19320.259624
2837 j 11022.587661 10298.476728 1653.000000 85.000000 10356.409990
3103 c 9359.007400 10525.831905 1333.000000 63.000000 1419.274928
3345 g 9976.336569 10701.671584 1478.000000 76.000000 2079.501871
3587 a 10020.497611 9651.086027 1263.000000 78.000000 2266.505284
3758 b 10747.530723 11100.632179 1759.000000 85.000000 18395.168993
3926 e 10769.117261 9946.732807 1459.000000 79.000000 2273.256954
3976 X 10705.271994 10349.014263 1236.000000 76.000000 2663.404899
4177 j 10801.210659 10141.636012 1939.000000 86.000000 10187.974758
4587 g 10155.734334 10408.144313 1918.000000 77.000000 2038.623526
4876 a 10369.461981 9193.589125 1233.000000 77.000000 2341.703644
5073 c 9312.307540 10507.199294 1293.000000 62.000000 1363.521857
5154 e 10579.661088 10146.057060 1433.000000 79.000000 1959.025417
5305 j 10993.361729 10283.293929 1627.500000 85.000000 9836.048257
5395 d 10918.521236 10568.178256 1574.500000 84.000000 3055.567751
5515 b 10930.315439 10657.122706 1381.000000 79.000000 17791.449718
